SOG_ID	FungiDB-68_AfumigatusA1163	FungiDB-68_AfumigatusAf293	FungiDB-68_AnovofumigatusIBT16806
SOG004898.OG0004912	AFUB_040370	Afu3g08730	P174DRAFT_410791
SOG004899.OG0004913	AFUB_040380	Afu3g08720	P174DRAFT_410787
SOG004900.OG0004914	AFUB_040390	Afu3g08710	P174DRAFT_443907
SOG004901.OG0004915	AFUB_040400	Afu3g08690	P174DRAFT_443905
SOG004902.OG0004916	AFUB_040410	Afu3g08680	P174DRAFT_393479
SOG004903.OG0004917	AFUB_040420	Afu3g08670	P174DRAFT_443902
SOG004904.OG0004918	AFUB_040430	Afu3g08660	P174DRAFT_462408
SOG004905.OG0004919	AFUB_040440	Afu3g08650	P174DRAFT_443895
SOG004906.OG0004920	AFUB_040450	Afu3g08640	P174DRAFT_373747
SOG004907.OG0004921	AFUB_040460	Afu3g08630	P174DRAFT_433316
SOG004908.OG0004922	AFUB_040480	Afu3g08620	P174DRAFT_443893
SOG004909.OG0004923	AFUB_040490	Afu3g08610	P174DRAFT_373824
SOG004910.OG0004924	AFUB_040500	Afu3g08600	P174DRAFT_410764
SOG004911.OG0004925	AFUB_040510	Afu3g08590	P174DRAFT_505895
SOG004912.OG0004926	AFUB_040520	Afu3g08580	P174DRAFT_443889
SOG004913.OG0004927	AFUB_040530	Afu3g08570	P174DRAFT_410761
SOG004914.OG0004928	AFUB_040540	Afu3g08560	P174DRAFT_492733
SOG004915.OG0004929	AFUB_040560	Afu3g08540	P174DRAFT_453145
SOG004916.OG0004930	AFUB_040580	Afu3g08520	P174DRAFT_423034
SOG004917.OG0004931	AFUB_040590	Afu3g08500	P174DRAFT_462394
SOG004918.OG0004932	AFUB_040610	Afu3g08480	P174DRAFT_253191
SOG004919.OG0004933	AFUB_040620	Afu3g08470	P174DRAFT_443878
SOG004920.OG0004934	AFUB_040630	Afu3g08460	P174DRAFT_374317
SOG004921.OG0004935	AFUB_040640	Afu3g08450	P174DRAFT_492700
SOG004922.OG0004936	AFUB_040650	Afu3g08440	P174DRAFT_423027
SOG004923.OG0004937	AFUB_040670	Afu3g08420	P174DRAFT_443872
SOG004924.OG0004938	AFUB_040680	Afu3g08410	P174DRAFT_453134
SOG004925.OG0004939	AFUB_040690	Afu3g08400	P174DRAFT_443870
SOG004926.OG0004940	AFUB_040700	Afu3g08390	P174DRAFT_373860
SOG004927.OG0004941	AFUB_040710	Afu3g08380	P174DRAFT_423021
SOG004928.OG0004942	AFUB_040720	Afu3g08370	P174DRAFT_393429
SOG004929.OG0004943	AFUB_040740	Afu3g08350	P174DRAFT_443866
SOG004930.OG0004944	AFUB_040760	Afu3g08340	P174DRAFT_410723
SOG004931.OG0004945	AFUB_040770	Afu3g08330	P174DRAFT_410720
SOG004932.OG0004946	AFUB_040780	Afu3g08320	P174DRAFT_462376
SOG004933.OG0004947	AFUB_040790	Afu3g08310	P174DRAFT_443860
SOG004934.OG0004948	AFUB_040800	Afu3g08300	P174DRAFT_514272
SOG004935.OG0004949	AFUB_040810	Afu3g08290	P174DRAFT_443858
SOG004936.OG0004950	AFUB_040820	Afu3g08280	P174DRAFT_375043
SOG004937.OG0004951	AFUB_040830	Afu3g08270	P174DRAFT_443856
SOG004938.OG0004952	AFUB_040840	Afu3g08265	P174DRAFT_443854
SOG004939.OG0004953	AFUB_040860	Afu3g08250	P174DRAFT_443851
SOG004940.OG0004954	AFUB_040870	Afu3g08240	P174DRAFT_410696
SOG004941.OG0004955	AFUB_040880	Afu3g08230	P174DRAFT_443846
SOG004942.OG0004956	AFUB_040890	Afu3g08220	P174DRAFT_423004
SOG004943.OG0004957	AFUB_040900	Afu3g08210	P174DRAFT_462362
SOG004944.OG0004958	AFUB_040910	Afu3g08200	P174DRAFT_453113
SOG004945.OG0004959	AFUB_040920	Afu3g08190	P174DRAFT_462360
SOG004946.OG0004960	AFUB_040930	Afu3g08180	P174DRAFT_433274
SOG004947.OG0004961	AFUB_040940	Afu3g08170	P174DRAFT_393382
SOG004948.OG0004962	AFUB_040960	Afu3g08150	P174DRAFT_514255
SOG004949.OG0004963	AFUB_040970	Afu3g08140	P174DRAFT_443834
SOG004950.OG0004964	AFUB_040980	Afu3g08130	P174DRAFT_373858
SOG004951.OG0004965	AFUB_040990	Afu3g08120	P174DRAFT_462353
SOG004952.OG0004966	AFUB_041000	Afu3g08110	P174DRAFT_251621
SOG004953.OG0004967	AFUB_041010	Afu3g08100	P174DRAFT_443830
SOG004954.OG0004968	AFUB_041020	Afu3g08090	P174DRAFT_443829
SOG004955.OG0004969	AFUB_041030	Afu3g08080	P174DRAFT_443828
SOG004956.OG0004970	AFUB_041050	Afu3g08060	P174DRAFT_462387
SOG004957.OG0004971	AFUB_041060	Afu3g08050	P174DRAFT_462347
SOG004958.OG0004972	AFUB_041090	Afu3g08020	P174DRAFT_462346
SOG004959.OG0004973	AFUB_041100	Afu3g08010	P174DRAFT_462345
SOG004960.OG0004974	AFUB_041120	Afu3g08000	P174DRAFT_422980
SOG004961.OG0004975	AFUB_041150	Afu3g07970	P174DRAFT_410640
SOG004962.OG0004976	AFUB_041179	Afu3g07945	P174DRAFT_443808
SOG004963.OG0004977	AFUB_041180	Afu3g07940	P174DRAFT_462333
SOG004964.OG0004978	AFUB_041190	Afu3g07930	P174DRAFT_373989
SOG004965.OG0004979	AFUB_041200	Afu3g07920	P174DRAFT_505836
SOG004966.OG0004980	AFUB_041220	Afu3g07900	P174DRAFT_443801
SOG004967.OG0004981	AFUB_041230	Afu3g07890	P174DRAFT_443800
SOG004968.OG0004982	AFUB_041240	Afu3g07870	P174DRAFT_422962
SOG004969.OG0004983	AFUB_041260	Afu3g07850	P174DRAFT_443797
SOG004970.OG0004984	AFUB_041270	Afu3g07840	P174DRAFT_374387
SOG004971.OG0004985	AFUB_041280	Afu3g07830	P174DRAFT_514223
SOG004972.OG0004986	AFUB_041290	Afu3g07820	P174DRAFT_393310
SOG004973.OG0004987	AFUB_041300	Afu3g07810	P174DRAFT_393307
SOG004974.OG0004988	AFUB_041310	Afu3g07800	P174DRAFT_393305
SOG004975.OG0004989	AFUB_041320	Afu3g07790	P174DRAFT_410600
SOG004976.OG0004990	AFUB_041350	Afu3g07750	P174DRAFT_443792
SOG004977.OG0004991	AFUB_041360	Afu3g07740	P174DRAFT_514216
SOG004978.OG0004992	AFUB_041370	Afu3g07730	P174DRAFT_462314
SOG004979.OG0004993	AFUB_041380	Afu3g07720	P174DRAFT_422949
SOG004980.OG0004994	AFUB_041390	Afu3g07710	P174DRAFT_443788
SOG004981.OG0004995	AFUB_041400	Afu3g07700	P174DRAFT_443787
SOG004982.OG0004996	AFUB_041410	Afu3g07690	P174DRAFT_443784
SOG004983.OG0004997	AFUB_041420	Afu3g07680	P174DRAFT_443783
SOG004984.OG0004998	AFUB_041430	Afu3g07670	P174DRAFT_422944
SOG004985.OG0004999	AFUB_041470	Afu3g07630	P174DRAFT_514206
SOG004986.OG0005000	AFUB_041490	Afu3g07620	P174DRAFT_393265
SOG004987.OG0005001	AFUB_041500	Afu3g07610	P174DRAFT_443767
SOG004988.OG0005002	AFUB_041510	Afu3g07600	P174DRAFT_373719
SOG004989.OG0005003	AFUB_041520	Afu3g07590	P174DRAFT_393258
SOG004990.OG0005004	AFUB_041540	Afu3g07580	P174DRAFT_492507
SOG004991.OG0005005	AFUB_041550	Afu3g07570	P174DRAFT_453050
SOG004992.OG0005006	AFUB_041560	Afu3g07560	P174DRAFT_443761
SOG004993.OG0005007	AFUB_041570	Afu3g07550	P174DRAFT_443760
SOG004994.OG0005008	AFUB_041580	Afu3g07540	P174DRAFT_374942
SOG004995.OG0005009	AFUB_041590	Afu3g07530	P174DRAFT_422927
SOG004996.OG0005010	AFUB_041610	Afu3g07510	P174DRAFT_514194
SOG004997.OG0005011	AFUB_041619	Afu3g07490	P174DRAFT_443750
SOG004998.OG0005012	AFUB_041620	Afu3g07480	P174DRAFT_248448
SOG004999.OG0005013	AFUB_041630	Afu3g07460	P174DRAFT_393232
SOG005000.OG0005014	AFUB_041640	Afu3g07440	P174DRAFT_410525
SOG005001.OG0005015	AFUB_041660	Afu3g07420	P174DRAFT_462283
SOG005002.OG0005016	AFUB_041680	Afu3g07400	P174DRAFT_433194
SOG005003.OG0005017	AFUB_041690	Afu3g07390	P174DRAFT_443744
SOG005004.OG0005018	AFUB_041710	Afu3g07370	P174DRAFT_248335
SOG005005.OG0005019	AFUB_041720	Afu3g07360	P174DRAFT_410514
SOG005006.OG0005020	AFUB_041730	Afu3g07350	P174DRAFT_410511
SOG005007.OG0005021	AFUB_041740	Afu3g07340	P174DRAFT_514181
SOG005008.OG0005022	AFUB_041750	Afu3g07330	P174DRAFT_443738
SOG005009.OG0005023	AFUB_041760	Afu3g07310	P174DRAFT_514179
SOG005010.OG0005024	AFUB_041780	Afu3g07290	P174DRAFT_514177
SOG005011.OG0005025	AFUB_041790	Afu3g07280	P174DRAFT_410502
SOG005012.OG0005026	AFUB_041800	Afu3g07270	P174DRAFT_443732
SOG005013.OG0005027	AFUB_041820	Afu3g07240	P174DRAFT_462268
SOG005014.OG0005028	AFUB_041830	Afu3g07230	P174DRAFT_462267
SOG005015.OG0005029	AFUB_041850	Afu3g07210	P174DRAFT_492377
SOG005016.OG0005030	AFUB_041860	Afu3g07200	P174DRAFT_374008
SOG005017.OG0005031	AFUB_041870	Afu3g07180	P174DRAFT_462263
SOG005018.OG0005032	AFUB_041880	Afu3g07170	P174DRAFT_374142
SOG005019.OG0005033	AFUB_041930	Afu3g07120	P174DRAFT_247690
SOG005020.OG0005034	AFUB_041950	Afu3g07100	P174DRAFT_453008
SOG005021.OG0005035	AFUB_041970	Afu3g07080	P174DRAFT_393160
SOG005022.OG0005036	AFUB_041980	Afu3g07070	P174DRAFT_462253
SOG005023.OG0005037	AFUB_042000	Afu3g07050	P174DRAFT_375089
SOG005024.OG0005038	AFUB_042020	Afu3g07030	P174DRAFT_443710
SOG005025.OG0005039	AFUB_042030	Afu3g07020	P174DRAFT_443708
SOG005026.OG0005040	AFUB_042040	Afu3g07015	P174DRAFT_374100
SOG005027.OG0005041	AFUB_042060	Afu3g07000	P174DRAFT_443703
SOG005028.OG0005042	AFUB_042070	Afu3g06990	P174DRAFT_410435
SOG005029.OG0005043	AFUB_042080	Afu3g06980	P174DRAFT_443701
SOG005030.OG0005044	AFUB_042090	Afu3g06970	P174DRAFT_443700
SOG005031.OG0005045	AFUB_042100	Afu3g06960	P174DRAFT_443698
SOG005032.OG0005046	AFUB_042110	Afu3g06950	P174DRAFT_393126
SOG005033.OG0005047	AFUB_042120	Afu3g06940	P174DRAFT_492277
SOG005034.OG0005048	AFUB_042130	Afu3g06922	P174DRAFT_410423
SOG005035.OG0005049	AFUB_042140	Afu3g06910	P174DRAFT_452991
SOG005036.OG0005050	AFUB_042150	Afu3g06901	P174DRAFT_374349
SOG005037.OG0005051	AFUB_042160	Afu3g06890	P174DRAFT_462237
SOG005038.OG0005052	AFUB_042170	Afu3g06880	P174DRAFT_373767
SOG005039.OG0005053	AFUB_042180	Afu3g06870	P174DRAFT_443688
SOG005040.OG0005054	AFUB_042200	Afu3g06850	P174DRAFT_246749
SOG005041.OG0005055	AFUB_042210	Afu3g06840	P174DRAFT_410405
SOG005042.OG0005056	AFUB_042220	Afu3g06830	P174DRAFT_443683
SOG005043.OG0005057	AFUB_042240	Afu3g06800	P174DRAFT_422858
SOG005044.OG0005058	AFUB_042260	Afu3g06780	P174DRAFT_452977
SOG005045.OG0005059	AFUB_042270	Afu3g06770	P174DRAFT_443678
SOG005046.OG0005060	AFUB_042280	Afu3g06760	P174DRAFT_373752
SOG005047.OG0005061	AFUB_042290	Afu3g06750	P174DRAFT_514130
SOG005048.OG0005062	AFUB_042310	Afu3g06740	P174DRAFT_462223
SOG005049.OG0005063	AFUB_042320	Afu3g06730	P174DRAFT_422850
SOG005050.OG0005064	AFUB_042340	Afu3g06710	P174DRAFT_374121
SOG005051.OG0005065	AFUB_042350	Afu3g06700	P174DRAFT_505726
SOG005052.OG0005066	AFUB_042360	Afu3g06690	P174DRAFT_245693
SOG005053.OG0005067	AFUB_042370	Afu3g06680	P174DRAFT_410377
SOG005054.OG0005068	AFUB_042380	Afu3g06670	P174DRAFT_443663
SOG005055.OG0005069	AFUB_042390	Afu3g06660	P174DRAFT_433121
SOG005056.OG0005070	AFUB_042400	Afu3g06650	P174DRAFT_443660
SOG005057.OG0005071	AFUB_042410	Afu3g06640	P174DRAFT_373986
SOG005058.OG0005072	AFUB_042420	Afu3g06630	P174DRAFT_443658
SOG005059.OG0005073	AFUB_042440	Afu3g06610	P174DRAFT_514120
SOG005060.OG0005074	AFUB_042450	Afu3g06600	P174DRAFT_393062
SOG005061.OG0005075	AFUB_042460	Afu3g06590	P174DRAFT_393059
SOG005062.OG0005076	AFUB_042470	Afu3g06580	P174DRAFT_452959
SOG005063.OG0005077	AFUB_042480	Afu3g06570	P174DRAFT_514115
SOG005064.OG0005078	AFUB_042490	Afu3g06560	P174DRAFT_443654
SOG005065.OG0005079	AFUB_042500	Afu3g06550	P174DRAFT_433111
SOG005066.OG0005080	AFUB_042510	Afu3g06540	P174DRAFT_374657
SOG005067.OG0005081	AFUB_042520	Afu3g06530	P174DRAFT_443651
SOG005068.OG0005082	AFUB_042530	Afu3g06520	P174DRAFT_443649
SOG005069.OG0005083	AFUB_042540	Afu3g06510	P174DRAFT_375177
SOG005070.OG0005084	AFUB_042550	Afu3g06495	P174DRAFT_422827
SOG005071.OG0005085	AFUB_042570	Afu3g06480	P174DRAFT_443642
SOG005072.OG0005086	AFUB_042580	Afu3g06470	P174DRAFT_492110
SOG005073.OG0005087	AFUB_042590	Afu3g06460	P174DRAFT_492104
SOG005074.OG0005088	AFUB_042600	Afu3g06450	P174DRAFT_514104
SOG005075.OG0005089	AFUB_042610	Afu3g06440	P174DRAFT_514103
SOG005076.OG0005090	AFUB_042620	Afu3g06430	P174DRAFT_422819
SOG005077.OG0005091	AFUB_042640	Afu3g06420	P174DRAFT_373889
SOG005078.OG0005092	AFUB_042650	Afu3g06410	P174DRAFT_393022
SOG005079.OG0005093	AFUB_042670	Afu3g06390	P174DRAFT_443635
SOG005080.OG0005094	AFUB_042680	Afu3g06380	P174DRAFT_452939
SOG005081.OG0005095	AFUB_042690	Afu3g06370	P174DRAFT_514096
SOG005082.OG0005096	AFUB_042700	Afu3g06360	P174DRAFT_443633
SOG005083.OG0005097	AFUB_042720	Afu3g06340	P174DRAFT_410307
SOG005084.OG0005098	AFUB_042730	Afu3g06330	P174DRAFT_374741
SOG005085.OG0005099	AFUB_042740	Afu3g06320	P174DRAFT_443630
SOG005086.OG0005100	AFUB_042750	Afu3g06310	P174DRAFT_505691
SOG005087.OG0005101	AFUB_042775	Afu3g06290	P174DRAFT_514088
SOG005088.OG0005102	AFUB_042790	Afu3g06280	P174DRAFT_443623
SOG005089.OG0005103	AFUB_042800	Afu3g06270	P174DRAFT_505687
SOG005090.OG0005104	AFUB_042810	Afu3g06260	P174DRAFT_422802
SOG005091.OG0005105	AFUB_042820	Afu3g06250	P174DRAFT_422801
SOG005092.OG0005106	AFUB_042830	Afu3g06230	P174DRAFT_433081
SOG005093.OG0005107	AFUB_042840	Afu3g06220	P174DRAFT_443616
SOG005094.OG0005108	AFUB_042850	Afu3g06210	P174DRAFT_410276
SOG005095.OG0005109	AFUB_042860	Afu3g06200	P174DRAFT_392973
SOG005096.OG0005110	AFUB_042870	Afu3g06190	P174DRAFT_244239
SOG005097.OG0005111	AFUB_042880	Afu3g06180	P174DRAFT_443610
SOG005098.OG0005112	AFUB_042890	Afu3g06170	P174DRAFT_462167
SOG005099.OG0005113	AFUB_042910	Afu3g06140	P174DRAFT_443607
SOG005100.OG0005114	AFUB_042920	Afu3g06130	P174DRAFT_374665
SOG005101.OG0005115	AFUB_042940	Afu3g06110	P174DRAFT_514074
SOG005102.OG0005116	AFUB_042950	Afu3g06100	P174DRAFT_374288
SOG005103.OG0005117	AFUB_042960	Afu3g06090	P174DRAFT_443601
SOG005104.OG0005118	AFUB_042970	Afu3g06080	P174DRAFT_243834
SOG005105.OG0005119	AFUB_042980	Afu3g06070	P174DRAFT_422785
SOG005106.OG0005120	AFUB_042990	Afu3g06060	P174DRAFT_243779
SOG005107.OG0005121	AFUB_043000	Afu3g06050	P174DRAFT_373691
SOG005108.OG0005122	AFUB_043010	Afu3g06040	P174DRAFT_422782
SOG005109.OG0005123	AFUB_043030	Afu3g06020	P174DRAFT_374975
SOG005110.OG0005124	AFUB_043040	Afu3g06010	P174DRAFT_443589
SOG005111.OG0005125	AFUB_043050	Afu3g06000	P174DRAFT_443588
SOG005112.OG0005126	AFUB_043060	Afu3g05990	P174DRAFT_514063
SOG005113.OG0005127	AFUB_043070	Afu3g05980	P174DRAFT_443585
SOG005114.OG0005128	AFUB_043080	Afu3g05970	P174DRAFT_462150
SOG005115.OG0005129	AFUB_043090	Afu3g05960	P174DRAFT_373942
SOG005116.OG0005130	AFUB_043100	Afu3g05950	P174DRAFT_452902
SOG005117.OG0005131	AFUB_043110	Afu3g05940	P174DRAFT_443582
SOG005118.OG0005132	AFUB_043120	Afu3g05910	P174DRAFT_452899
SOG005119.OG0005133	AFUB_043130	Afu3g05900	P174DRAFT_462145
SOG005120.OG0005134	AFUB_043140	Afu3g05890	P174DRAFT_462144
SOG005121.OG0005135	AFUB_043150	Afu3g05880	P174DRAFT_433050
SOG005122.OG0005136	AFUB_043160	Afu3g05870	P174DRAFT_443577
SOG005123.OG0005137	AFUB_043170	Afu3g05860	P174DRAFT_392929
SOG005124.OG0005138	AFUB_043180	Afu3g05850	P174DRAFT_443574
SOG005125.OG0005139	AFUB_043190	Afu3g05840	P174DRAFT_410221
SOG005126.OG0005140	AFUB_043200	Afu3g05830	P174DRAFT_514052
SOG005127.OG0005141	AFUB_043210	Afu3g05820	P174DRAFT_433044
SOG005128.OG0005142	AFUB_043230	Afu3g05800	P174DRAFT_374287
SOG005129.OG0005143	AFUB_043240	Afu3g05790	P174DRAFT_505648
SOG005130.OG0005144	AFUB_043250	Afu3g05780	P174DRAFT_505647
SOG005131.OG0005145	AFUB_043260	Afu3g05770	P174DRAFT_373699
SOG005132.OG0005146	AFUB_043270	Afu3g05760	P174DRAFT_443568
SOG005133.OG0005147	AFUB_043280	Afu3g05740	P174DRAFT_375110
SOG005134.OG0005148	AFUB_043290	Afu3g05730	P174DRAFT_462132
SOG005135.OG0005149	AFUB_043300	Afu3g05720	P174DRAFT_374409
SOG005136.OG0005150	AFUB_043310	Afu3g05700	P174DRAFT_374163
SOG005137.OG0005151	AFUB_043320	Afu3g05690	P174DRAFT_443558
SOG005138.OG0005152	AFUB_043330	Afu3g05670	P174DRAFT_443555
SOG005139.OG0005153	AFUB_043350	Afu3g05650	P174DRAFT_514040
SOG005140.OG0005154	AFUB_043360	Afu3g05640	P174DRAFT_514039
SOG005141.OG0005155	AFUB_043370	Afu3g05630	P174DRAFT_242176
SOG005142.OG0005156	AFUB_043380	Afu3g05610	P174DRAFT_491878
SOG005143.OG0005157	AFUB_043390	Afu3g05600	P174DRAFT_373746
SOG005144.OG0005158	AFUB_043400	Afu3g05590	P174DRAFT_392887
SOG005145.OG0005159	AFUB_043410	Afu3g05580	P174DRAFT_462121
SOG005146.OG0005160	AFUB_043420	Afu3g05575	P174DRAFT_410185
SOG005147.OG0005161	AFUB_043430	Afu3g05570	P174DRAFT_462120
SOG005148.OG0005162	AFUB_043440	Afu3g05560	P174DRAFT_443542
SOG005149.OG0005163	AFUB_043450	Afu3g05550	P174DRAFT_374241
SOG005150.OG0005164	AFUB_043460	Afu3g05540	P174DRAFT_514031
SOG005151.OG0005165	AFUB_043470	Afu3g05530	P174DRAFT_443538
SOG005152.OG0005166	AFUB_043480	Afu3g05520	P174DRAFT_462115
SOG005153.OG0005167	AFUB_043490	Afu3g05510	P174DRAFT_452865
SOG005154.OG0005168	AFUB_043500	Afu3g05500	P174DRAFT_462113
SOG005155.OG0005169	AFUB_043510	Afu3g05490	P174DRAFT_443534
SOG005156.OG0005170	AFUB_043530	Afu3g05470	P174DRAFT_374255
SOG005157.OG0005171	AFUB_043540	Afu3g05460	P174DRAFT_392872
SOG005158.OG0005172	AFUB_043550	Afu3g05450	P174DRAFT_443533
SOG005159.OG0005173	AFUB_043560	Afu3g05440	P174DRAFT_375363
SOG005160.OG0005174	AFUB_043570	Afu3g05430	P174DRAFT_241287
SOG005161.OG0005175	AFUB_043580	Afu3g05420	P174DRAFT_514020
SOG005162.OG0005176	AFUB_043590	Afu3g05410	P174DRAFT_514018
SOG005163.OG0005177	AFUB_043600	Afu3g05400	P174DRAFT_443529
SOG005164.OG0005178	AFUB_043610	Afu3g05390	P174DRAFT_443528
SOG005165.OG0005179	AFUB_043620	Afu3g05380	P174DRAFT_443526
SOG005166.OG0005180	AFUB_043630	Afu3g05370	P174DRAFT_505612
SOG005167.OG0005181	AFUB_043640	Afu3g05360	P174DRAFT_240866
SOG005168.OG0005182	AFUB_043650	Afu3g05350	P174DRAFT_422716
SOG005169.OG0005183	AFUB_043660	Afu3g05340	P174DRAFT_374133
SOG005170.OG0005184	AFUB_043670	Afu3g05330	P174DRAFT_462095
SOG005171.OG0005185	AFUB_043680	Afu3g05320	P174DRAFT_443518
SOG005172.OG0005186	AFUB_043690	Afu3g04310	P174DRAFT_443514
SOG005173.OG0005187	AFUB_043700	Afu3g04300	P174DRAFT_443513
SOG005174.OG0005188	AFUB_043720	Afu3g04260	P174DRAFT_240424
SOG005175.OG0005189	AFUB_043730	Afu3g04250	P174DRAFT_410117
SOG005176.OG0005190	AFUB_043740	Afu3g04240	P174DRAFT_422703
SOG005177.OG0005191	AFUB_043750	Afu3g04230	P174DRAFT_462085
SOG005178.OG0005192	AFUB_043760	Afu3g04220	P174DRAFT_491665
SOG005179.OG0005193	AFUB_043770	Afu3g04210	P174DRAFT_432988
SOG005180.OG0005194	AFUB_043780	Afu3g04200	P174DRAFT_443505
SOG005181.OG0005195	AFUB_043790	Afu3g04190	P174DRAFT_452832
SOG005182.OG0005196	AFUB_043800	Afu3g04170	P174DRAFT_443503
SOG005183.OG0005197	AFUB_043810	Afu3g04160	P174DRAFT_443502
SOG005184.OG0005198	AFUB_043820	Afu3g04150	P174DRAFT_422695
SOG005185.OG0005199	AFUB_043830	Afu3g04130	P174DRAFT_443501
SOG005186.OG0005200	AFUB_043840	Afu3g04120	P174DRAFT_392793
SOG005187.OG0005201	AFUB_043850	Afu3g04110	P174DRAFT_410092
SOG005188.OG0005202	AFUB_043860	Afu3g04070	P174DRAFT_452825
SOG005189.OG0005203	AFUB_043870	Afu3g04060	P174DRAFT_443498
SOG005190.OG0005204	AFUB_043880	Afu3g04050	P174DRAFT_443496
SOG005191.OG0005205	AFUB_043910	Afu3g04040	P174DRAFT_513985
SOG005192.OG0005206	AFUB_043940	Afu3g04020	P174DRAFT_374250
SOG005193.OG0005207	AFUB_043950	Afu3g04010	P174DRAFT_462069
SOG005194.OG0005208	AFUB_043960	Afu3g04000	P174DRAFT_410075
SOG005195.OG0005209	AFUB_043970	Afu3g03990	P174DRAFT_462067
SOG005196.OG0005210	AFUB_044000	Afu3g03960	P174DRAFT_392766
SOG005197.OG0005211	AFUB_044020	Afu3g03940	P174DRAFT_443490
SOG005198.OG0005212	AFUB_044030	Afu3g03930	P174DRAFT_462061
SOG005199.OG0005213	AFUB_044060	Afu3g03900	P174DRAFT_452811
SOG005200.OG0005214	AFUB_044070	Afu3g03890	P174DRAFT_505569
SOG005201.OG0005215	AFUB_044080	Afu3g03880	P174DRAFT_422673
SOG005202.OG0005216	AFUB_044120	Afu3g03852	P174DRAFT_513970
SOG005203.OG0005217	AFUB_044140	Afu3g03815	P174DRAFT_513968
SOG005204.OG0005218	AFUB_044150	Afu3g03810	P174DRAFT_443482
SOG005205.OG0005219	AFUB_044160	Afu3g03790	P174DRAFT_443481
SOG005206.OG0005221	AFUB_078830	Afu8g06180	
SOG005207.OG0005223	AFUB_044440	Afu3g03710	
SOG005208.OG0005224	AFUB_044480	Afu3g03660	
SOG005209.OG0005225	AFUB_044490	Afu3g03650	
SOG005210.OG0005226	AFUB_044600	Afu3g03620	
SOG005211.OG0005227	AFUB_044610	Afu3g03610	P174DRAFT_239361
SOG005212.OG0005228	AFUB_044640	Afu3g03580	
SOG005213.OG0005229	AFUB_044710	Afu3g03520	
SOG005214.OG0005230	AFUB_044780	Afu3g03460	
SOG005215.OG0005231	AFUB_044800	Afu3g03445	P174DRAFT_392691
SOG005216.OG0005232	AFUB_044850	Afu3g03400	P174DRAFT_373763
SOG005217.OG0005233	AFUB_044910	Afu3g03330	P174DRAFT_443446
SOG005218.OG0005234	AFUB_044930	Afu3g03315	P174DRAFT_452759
SOG005219.OG0005235	AFUB_044950	Afu3g03300	P174DRAFT_462008
SOG005220.OG0005236	AFUB_044980	Afu3g03270	P174DRAFT_374199
SOG005221.OG0005237	AFUB_045000	Afu3g03250	P174DRAFT_505520
SOG005222.OG0005238	AFUB_045020	Afu3g03230	P174DRAFT_461998
SOG005223.OG0005239	AFUB_045040	Afu3g03210	
SOG005224.OG0005240	AFUB_045100	Afu3g03150	
SOG005225.OG0005241	AFUB_045120	Afu3g03130	
SOG005226.OG0005242	AFUB_045150	Afu3g03070	P174DRAFT_505480
SOG005227.OG0005243	AFUB_045170	Afu3g03060	P174DRAFT_452716
SOG005228.OG0005244	AFUB_045200	Afu3g03040	P174DRAFT_491118
SOG005229.OG0005245	AFUB_045220	Afu3g03020	P174DRAFT_443397
SOG005230.OG0005246	AFUB_045250	Afu3g03000	P174DRAFT_505473
SOG005231.OG0005247	AFUB_045260	Afu3g02990	P174DRAFT_443392
SOG005232.OG0005248	AFUB_045280	Afu3g02970	P174DRAFT_374367
SOG005233.OG0005249	AFUB_045290	Afu3g02960	P174DRAFT_422534
SOG005234.OG0005250	AFUB_045320	Afu3g02930	P174DRAFT_452706
SOG005235.OG0005251	AFUB_045330	Afu3g02920	
SOG005236.OG0005252	AFUB_045350	Afu3g02900	
SOG005237.OG0005253	AFUB_045400	Afu3g02850	
SOG005238.OG0005254	AFUB_045410	Afu3g02840	
SOG005239.OG0005255	AFUB_045520	Afu3g02770	
SOG005240.OG0005256	AFUB_045595	Afu3g02685	P174DRAFT_409812
SOG005241.OG0005257	AFUB_045600	Afu3g02680	P174DRAFT_392509
SOG005242.OG0005260	AFUB_045860	Afu3g02450	
SOG005243.OG0005261	AFUB_045940	Afu3g02390	P174DRAFT_425377
SOG005244.OG0005262	AFUB_045950	Afu3g02380	P174DRAFT_414428
SOG005245.OG0005263	AFUB_045960	Afu3g02360	P174DRAFT_516098
SOG005246.OG0005264	AFUB_045980	Afu3g02340	P174DRAFT_445969
SOG005247.OG0005265	AFUB_045990	Afu3g02330	P174DRAFT_516095
SOG005248.OG0005266	AFUB_046000	Afu3g02320	P174DRAFT_464569
SOG005249.OG0005267	AFUB_046020	Afu3g02310	P174DRAFT_507721
SOG005250.OG0005268	AFUB_046030	Afu3g02300	P174DRAFT_470874
SOG005251.OG0005269	AFUB_046050	Afu3g02280	P174DRAFT_445961
SOG005252.OG0005270	AFUB_046060	Afu3g02270	P174DRAFT_445958
SOG005253.OG0005271	AFUB_046070	Afu3g02260	P174DRAFT_445953
SOG005254.OG0005272	AFUB_046090	Afu3g02253	P174DRAFT_425361
SOG005255.OG0005273	AFUB_046110	Afu3g02240	P174DRAFT_516086
SOG005256.OG0005274	AFUB_046120	Afu3g02230	P174DRAFT_414404
SOG005257.OG0005275	AFUB_046130	Afu3g02220	P174DRAFT_445946
SOG005258.OG0005276	AFUB_046150	Afu3g02213	P174DRAFT_507712
